Target,AdvTime,AdvLoc,VGram,Neg,Adj,Phrasal
утром ,1,0,pres,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,1,0,0
утром ,1,0,past,0,0,0
утром ,0,1,pres,0,0,0
утром ,0,0,inf,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,past,1,1,0
утром ,1,0,past,0,0,0
утром ,0,0,predicative,1,0,0
утром ,1,0,predicative,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,1,0,0
утром ,0,0,past,1,0,0
утром ,0,0,past,0,0,0
утром ,0,0,predicative,1,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,converb,0,1,1
утром ,0,0,pres,0,1,0
утром ,0,0,predicative,0,1,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,predicative,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,past,0,1,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,inf,0,0,0
утром ,0,0,predicative,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,inf,0,0,0
утром ,1,0,predicative,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,predicative,1,0,0
утром ,1,0,pres,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,past,0,0,0
утром ,0,0,predicative,0,0,0
утром ,1,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,inf,1,0,0
утром ,1,0,predicative,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,predicative,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,pres,0,1,0
утром ,1,0,fut,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,pres,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,pres,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,predicative,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,1,0,0
утром ,0,0,pres,1,0,0
утром ,1,0,inf,0,0,0
утром ,0,0,pres,0,0,1
утром ,0,0,pres,0,0,0
утром ,0,0,predicative,0,1,1
утром ,0,0,past,1,0,0
утром ,0,0,predicative,0,1,0
утром ,0,0,pres,0,0,0
утром ,1,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,fut,0,0,0
утром ,0,0,fut,0,0,0
утром ,0,0,fut,0,0,0
утром ,0,0,fut,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,1,0,0
утром ,0,0,ptcp,0,0,0
утром ,0,1,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,1,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,inf,0,0,0
утром ,0,1,past,0,1,0
утром ,1,0,pres,0,0,0
утром ,1,0,pres,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,fut,0,0,0
утром ,0,0,predicative,0,0,0
утром ,0,1,past,0,0,0
утром ,1,1,past,0,0,0
утром ,0,1,past,0,0,0
утром ,0,1,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,predicative,0,0,0
утром ,1,0,ptcp,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,1,0,0
утром ,1,0,past,0,0,0
утром ,1,0,inf,0,0,0
утром ,0,1,past,0,0,0
утром ,0,1,past,0,0,0
утром ,0,1,predicative,0,0,0
утром ,1,1,past,0,0,0
утром ,0,1,past,0,0,0
утром ,0,1,pres,0,0,0
утром ,0,1,predicative,0,0,0
утром ,0,1,past,0,0,0
утром ,0,1,converb,0,0,0
утром ,0,0,past,0,0,0
утром ,0,1,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,1,past,0,0,0
утром ,0,1,pres,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,1,past,0,0,0
утром ,1,1,imp,0,0,0
утром ,0,0,predicative,0,0,0
утром ,1,1,past,0,0,0
утром ,0,1,past,0,0,0
утром ,0,1,past,0,0,0
утром ,1,0,subj,0,0,0
утром ,0,1,past,0,0,0
утром ,1,0,past,1,0,0
утром ,1,1,predicative,0,0,0
утром ,1,1,fut,0,0,0
утром ,1,1,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,predicative,0,0,0
утром ,0,1,past,0,1,0
утром ,0,1,past,0,1,0
утром ,0,1,converb,0,0,0
утром ,1,0,inf,0,0,0
утром ,0,0,past,0,1,0
утром ,0,1,pres,0,0,0
утром ,0,1,past,0,1,0
утром ,1,0,predicative,0,0,0
утром ,1,0,past,0,0,0
утром ,0,1,predicative,0,0,0
утром ,1,0,pres,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,converb,0,1,0
утром ,0,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,inf,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,converb,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,converb,0,0,0
утром ,0,0,ptcp,0,0,0
утром ,0,0,converb,0,0,0
утром ,0,0,predicative,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,inf,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,fut,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,fut,0,0,0
утром ,0,0,fut,0,0,0
утром ,1,0,fut,0,0,0
утром ,0,0,pres,0,0,0
утром ,1,0,past,0,0,0
утром ,1,1,past,0,0,0
утром ,1,0,pres,0,0,0
утром ,0,0,fut,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,fut,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,imp,0,0,0
утром ,0,0,inf,0,0,0
утром ,0,0,inf,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,fut,0,0,0
утром ,0,0,pres,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,predicative,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,pres,0,1,0
утром ,0,0,past,0,0,0
утром ,1,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,pres,0,0,0
утром ,0,0,pres,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,predicative,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,predicative,0,0,0
утром ,1,0,pres,0,0,0
утром ,1,0,ptcp,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,predicative,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,pres,1,0,0
утром ,0,0,pres,0,0,1
утром ,0,0,past,0,0,0
утром ,0,0,predicative,0,1,0
утром ,0,0,predicative,0,0,0
утром ,0,0,ptcp,0,0,0
утром ,0,0,fut,0,1,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,past,0,1,0
утром ,0,0,fut,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,1,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,predicative,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,predicative,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,fut,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,pres,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,ptcp,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,imp,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,predicative,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,imp,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,1,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,predicative,0,0,0
утром ,0,0,subj,0,0,0
утром ,0,0,predicative,0,0,0
утром ,0,0,inf,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,imp,0,0,0
утром ,0,0,inf,0,0,0
утром ,0,0,predicative,0,0,0
утром ,0,0,past,1,0,0
утром ,0,0,converb,0,0,0
утром ,0,0,predicative,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,1,0,0
утром ,0,0,pres,0,1,0
утром ,0,0,past,0,1,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,pres,1,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,1,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,past,0,0,0
утром ,1,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,1,ptcp,0,0,0
утром ,1,1,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,1,past,0,0,0
утром ,0,1,converb,0,0,0
утром ,0,1,ptcp,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,converb,0,0,0
утром ,0,0,pres,0,1,0
утром ,1,0,inf,0,0,0
утром ,1,0,inf,0,0,0
утром ,1,0,past,0,1,0
утром ,0,1,fut,0,0,0
утром ,1,0,past,0,0,0
утром ,0,1,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,fut,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,inf,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,fut,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,1,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,past,1,0,0
утром ,0,0,past,0,1,0
утром ,0,0,inf,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,predicative,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,1,0,0
утром ,0,0,fut,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,predicative,0,0,0
утром ,0,0,fut,1,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,1
утром ,0,0,predicative,0,0,0
утром ,0,0,predicative,0,1,0
утром ,0,0,past,0,0,0
утром ,1,0,predicative,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,inf,0,0,0
утром ,0,0,inf,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,inf,0,0,0
утром ,0,0,ptcp,0,0,0
утром ,0,0,pres,1,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,1,0,0
утром ,1,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,past,0,0,0
утром ,0,0,past,1,0,0
утром ,0,0,predicative,0,0,0
утром ,0,0,predicative,0,0,0
утром ,0,1,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,modal,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,modal,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,past,0,0,0
утром ,0,0,inf,0,0,0
утром ,0,0,fut,0,0,0
утром ,0,0,pres,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,fut,1,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,fut,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,fut,0,0,0
утром ,0,0,past,0,0,0
утром ,0,1,pres,0,0,0
утром ,0,0,inf,0,1,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,fut,0,0,0
утром ,1,0,past,0,0,0
утром ,0,1,past,0,0,0
утром ,0,1,pres,0,0,0
утром ,0,0,ptcp,0,0,0
утром ,1,1,past,0,0,0
утром ,1,1,past,0,0,0
утром ,0,1,past,0,0,0
утром ,1,1,past,0,0,0
утром ,0,1,predicative,0,0,0
утром ,0,1,predicative,0,0,0
утром ,0,1,converb,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,1,past,0,0,0
утром ,0,1,past,0,0,0
утром ,0,1,past,0,0,0
утром ,0,1,pres,0,0,0
утром ,0,1,pres,0,0,0
утром ,1,1,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,converb,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,modal,0,0,0
утром ,0,0,modal,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,1,0,0
утром ,0,0,modal,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,inf,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,fut,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,fut,1,0,0
утром ,0,0,inf,1,0,0
утром ,0,0,pres,1,0,0
утром ,0,0,modal,1,0,0
утром ,1,0,modal,1,0,0
утром ,0,0,pres,1,0,0
утром ,0,0,fut,1,0,0
утром ,0,0,past,1,0,0
утром ,0,0,past,1,0,0
утром ,1,0,past,1,0,0
утром ,0,0,past,0,1,0
утром ,0,0,past,0,0,0
утром ,0,0,fut,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,predicative,0,0,0
утром ,1,0,past,1,0,0
утром ,1,0,past,1,0,0
утром ,0,0,pres,1,0,0
утром ,0,0,past,1,0,0
утром ,0,0,past,1,0,0
утром ,0,0,fut,1,0,0
утром ,0,0,ptcp,1,0,0
утром ,1,0,past,0,0,0
утром ,0,0,predicative,0,0,0
утром ,0,0,modal,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,1,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,fut,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,converb,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,fut,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,pres,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,1,0
утром ,0,0,past,0,1,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,predicative,0,0,0
утром ,0,0,predicative,0,0,0
утром ,1,0,inf,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,modal,0,0,0
утром ,0,0,pres,0,1,0
утром ,0,0,past,0,0,0
утром ,1,0,fut,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,pres,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,predicative,0,0,0
утром ,0,0,predicative,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,0,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,fut,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,0
утром ,1,0,past,0,0,1
утром ,0,0,predicative,0,0,0
утром ,0,0,predicative,0,1,0
утром ,0,0,past,0,0,0
